time,accident num,accident type,holiday,percipitation,visibility,wind,wind direction,fog,rain,sun rise,sun set
5/7/2011 20:00,0,NONE,0,0,10,14.97,70,0,0,0,1
6/7/2011 0:00,0,NONE,0,0,1,12.66,100,0,3,0,0
6/7/2011 4:00,0,NONE,0,0.001,10,8.05,80,0,0,1,0
6/7/2011 8:00,1,A1,0,0,10,11.5,80,0,1,0,0
6/7/2011 12:00,0,NONE,0,0,10,8.05,140,0,1,0,0
6/7/2011 16:00,0,NONE,0,0,10,5.75,100,0,1,0,0
6/7/2011 20:00,0,NONE,0,0,10,3.44,140,0,0,0,1
7/7/2011 0:00,0,NONE,0,0,10,3.44,130,0,0,0,0
7/7/2011 4:00,0,NONE,0,0,0.25,18.41,130,1,3,1,0
7/7/2011 8:00,0,NONE,0,0,4,9.22,160,1,1,0,0
7/7/2011 12:00,1,A1,0,0,8,10.36,220,0,1,0,0
7/7/2011 16:00,0,NONE,0,0,10,9.22,220,0,0,0,0
7/7/2011 20:00,0,NONE,0,0,10,6.91,220,0,1,0,1
8/7/2011 0:00,0,NONE,0,0,10,10.36,150,0,0,0,0
8/7/2011 4:00,0,NONE,0,0,10,5.75,160,0,0,1,0
8/7/2011 8:00,0,NONE,0,0,10,14.97,170,0,0,0,0
8/7/2011 12:00,0,NONE,0,0,10,17.27,140,0,0,0,0
8/7/2011 16:00,0,NONE,0,0,10,13.8,150,0,0,0,0
8/7/2011 20:00,0,NONE,0,0,1,8.05,170,0,3,0,1
9/7/2011 0:00,1,A1,0,0,10,8.05,150,0,0,0,0
9/7/2011 4:00,0,NONE,0,0,9,4.61,320,0,1,1,0
9/7/2011 8:00,0,NONE,0,0.001,9,8.05,110,0,1,0,0
9/7/2011 12:00,1,A1,0,0,10,12.66,110,0,0,0,0
9/7/2011 16:00,0,NONE,0,0.001,10,11.5,130,0,0,0,0
9/7/2011 20:00,0,NONE,0,0,10,8.05,150,0,0,0,1
10/7/2011 0:00,0,NONE,0,0,10,4.61,180,0,0,0,0
10/7/2011 4:00,0,NONE,0,0,10,0,0,0,0,1,0
10/7/2011 8:00,0,NONE,0,0,10,11.5,120,0,0,0,0
10/7/2011 12:00,0,NONE,0,0,10,11.5,130,0,0,0,0
10/7/2011 16:00,0,NONE,0,0,10,13.8,130,0,0,0,0
10/7/2011 20:00,0,NONE,0,0,10,9.22,140,0,0,0,1
11/7/2011 0:00,0,NONE,0,0,10,5.75,130,0,0,0,0
11/7/2011 4:00,0,NONE,0,0.001,10,4.61,160,0,0,1,0
11/7/2011 8:00,0,NONE,0,0,10,12.66,130,0,0,0,0
11/7/2011 12:00,0,NONE,0,0,10,16.11,130,0,0,0,0
11/7/2011 16:00,0,NONE,0,0,10,13.8,140,0,0,0,0
11/7/2011 20:00,0,NONE,0,0,10,3.44,190,0,0,0,1
12/7/2011 0:00,0,NONE,0,0,10,0,0,0,0,0,0
12/7/2011 4:00,0,NONE,0,0,10,0,0,0,0,1,0
12/7/2011 8:00,0,NONE,0,0.001,10,11.5,140,0,0,0,0
12/7/2011 12:00,0,NONE,0,0,10,17.27,130,0,0,0,0
12/7/2011 16:00,0,NONE,0,0,10,13.8,140,0,0,0,0
12/7/2011 20:00,0,NONE,0,0,10,0,0,0,0,0,1
00:00 13/07/2011,0,NONE,0,0,10,0,0,0,0,0,0
04:00 13/07/2011,0,NONE,0,0,10,3.44,210,0,0,1,0
08:00 13/07/2011,0,NONE,0,0,10,8.05,130,0,0,0,0
12:00 13/07/2011,0,NONE,0,0,10,16.11,140,0,1,0,0
16:00 13/07/2011,0,NONE,0,0,9,19.57,250,0,1,0,0
20:00 13/07/2011,0,NONE,0,0.001,10,3.44,260,0,0,0,1
00:00 14/07/2011,0,NONE,0,0,10,0,0,0,0,0,0
04:00 14/07/2011,0,NONE,0,0,10,4.61,220,0,0,1,0
08:00 14/07/2011,0,NONE,0,0,10,6.91,260,0,0,0,0
12:00 14/07/2011,0,NONE,0,0,10,16.11,130,0,0,0,0
16:00 14/07/2011,0,NONE,0,0,10,12.66,140,0,0,0,0
20:00 14/07/2011,0,NONE,0,0,10,6.91,190,0,0,0,1
00:00 15/07/2011,0,NONE,0,0,10,5.75,260,0,0,0,0
04:00 15/07/2011,0,NONE,0,0,10,3.44,230,0,0,1,0
08:00 15/07/2011,0,NONE,0,0,10,8.05,100,0,0,0,0
12:00 15/07/2011,1,A1,0,0,10,11.5,110,0,0,0,0
16:00 15/07/2011,1,A1,0,0,10,11.5,150,0,0,0,0
20:00 15/07/2011,1,A1,0,0,10,10.36,310,0,0,0,1
00:00 16/07/2011,0,NONE,0,0,10,5.75,290,0,0,0,0
04:00 16/07/2011,0,NONE,0,0,10,0,0,0,0,1,0
08:00 16/07/2011,0,NONE,0,0,10,10.36,130,0,0,0,0
12:00 16/07/2011,0,NONE,0,0,10,12.66,140,0,0,0,0
16:00 16/07/2011,0,NONE,0,0,10,12.66,130,0,0,0,0
20:00 16/07/2011,0,NONE,0,0,10,6.91,270,0,0,0,1
00:00 17/07/2011,0,NONE,0,0,10,5.75,310,0,0,0,0
04:00 17/07/2011,0,NONE,0,0,10,4.61,210,0,0,1,0
08:00 17/07/2011,0,NONE,0,0,10,9.22,270,0,0,0,0
12:00 17/07/2011,0,NONE,0,0,6,14.97,70,0,1,0,0
16:00 17/07/2011,0,NONE,0,0,10,17.27,280,0,0,0,0
20:00 17/07/2011,0,NONE,0,0,1.5,12.66,250,1,3,0,1
00:00 18/07/2011,0,NONE,0,0,10,6.91,310,0,0,0,0
04:00 18/07/2011,0,NONE,0,0,10,6.91,340,0,0,1,0
08:00 18/07/2011,0,NONE,0,0,10,9.22,100,0,0,0,0
12:00 18/07/2011,0,NONE,0,0,7,13.8,60,0,1,0,0
16:00 18/07/2011,1,A1,0,0.06,10,11.5,40,0,0,0,0
20:00 18/07/2011,0,NONE,0,0,10,10.36,20,0,0,0,1
00:00 19/07/2011,1,A1,0,0,10,6.91,350,0,0,0,0
04:00 19/07/2011,0,NONE,0,0,10,5.75,330,0,0,1,0
08:00 19/07/2011,0,NONE,0,0,10,5.75,80,0,0,0,0
12:00 19/07/2011,0,NONE,0,0,10,9.22,140,0,0,0,0
16:00 19/07/2011,0,NONE,0,0,1.75,13.8,360,1,3,0,0
20:00 19/07/2011,0,NONE,0,0.001,10,0,0,0,0,0,1
00:00 20/07/2011,0,NONE,0,0,10,3.44,10,0,0,0,0
04:00 20/07/2011,0,NONE,0,0,10,3.44,320,0,0,1,0
08:00 20/07/2011,0,NONE,0,0,10,8.05,110,0,0,0,0
12:00 20/07/2011,0,NONE,0,0,10,11.5,140,0,0,0,0
16:00 20/07/2011,0,NONE,0,0,10,11.5,150,0,0,0,0
20:00 20/07/2011,0,NONE,0,0.001,10,4.61,290,0,0,0,1
00:00 21/07/2011,0,NONE,0,0,10,0,0,0,0,0,0
04:00 21/07/2011,0,NONE,0,0,10,3.44,240,0,0,1,0
08:00 21/07/2011,0,NONE,0,0,10,6.91,90,0,1,0,0
12:00 21/07/2011,0,NONE,0,0,10,11.5,140,0,0,0,0
16:00 21/07/2011,1,A1,0,0,10,10.36,160,0,0,0,0
20:00 21/07/2011,0,NONE,0,0,10,6.91,310,0,0,0,1
00:00 22/07/2011,0,NONE,0,0,10,13.8,130,0,0,0,0
04:00 22/07/2011,0,NONE,0,0,10,3.44,350,0,0,1,0
08:00 22/07/2011,0,NONE,0,0,9,13.8,120,0,1,0,0
12:00 22/07/2011,0,NONE,0,0,6,14.97,130,1,1,0,0
16:00 22/07/2011,0,NONE,0,0.09,10,10.36,110,0,0,0,0
20:00 22/07/2011,0,NONE,0,0,5,14.97,130,1,1,0,1
00:00 23/07/2011,0,NONE,0,0,10,4.61,110,0,0,0,0
04:00 23/07/2011,0,NONE,0,0,10,6.91,140,0,0,1,0
08:00 23/07/2011,1,A1,0,0,10,12.66,120,0,0,0,0
12:00 23/07/2011,0,NONE,0,0,10,12.66,130,0,0,0,0
16:00 23/07/2011,0,NONE,0,0,10,13.8,130,0,0,0,0
20:00 23/07/2011,0,NONE,0,0,10,11.5,100,0,0,0,1
00:00 24/07/2011,1,A1,0,0,10,12.66,100,0,0,0,0
04:00 24/07/2011,0,NONE,0,0,10,11.5,130,0,0,1,0
08:00 24/07/2011,0,NONE,0,0,10,13.8,90,0,0,0,0
12:00 24/07/2011,0,NONE,0,0,10,12.66,100,0,1,0,0
16:00 24/07/2011,0,NONE,0,0.001,10,13.8,100,0,0,0,0
20:00 24/07/2011,1,A1,0,0,10,9.22,120,0,0,0,1
00:00 25/07/2011,0,NONE,0,0,10,6.91,110,0,0,0,0
04:00 25/07/2011,0,NONE,0,0.01,10,8.05,100,0,0,1,0
08:00 25/07/2011,0,NONE,0,0,10,11.5,90,0,0,0,0
12:00 25/07/2011,0,NONE,0,0,10,16.11,130,0,0,0,0
16:00 25/07/2011,0,NONE,0,0,10,16.11,100,0,0,0,0
20:00 25/07/2011,0,NONE,0,0,7,13.8,150,0,1,0,1
00:00 26/07/2011,0,NONE,0,0,10,10.36,180,0,0,0,0
04:00 26/07/2011,0,NONE,0,0,10,3.44,170,0,0,1,0
08:00 26/07/2011,0,NONE,0,0,10,13.8,130,0,0,0,0
12:00 26/07/2011,0,NONE,0,0,10,16.11,140,0,0,0,0
16:00 26/07/2011,0,NONE,0,0,10,12.66,130,0,0,0,0
20:00 26/07/2011,0,NONE,0,0,10,4.61,150,0,0,0,1
00:00 27/07/2011,0,NONE,0,0,10,5.75,150,0,0,0,0
04:00 27/07/2011,0,NONE,0,0,10,12.66,150,0,0,1,0
08:00 27/07/2011,0,NONE,0,0,10,14.97,130,0,0,0,0
12:00 27/07/2011,0,NONE,0,0,10,14.97,130,0,0,0,0
16:00 27/07/2011,0,NONE,0,0,10,11.5,150,0,0,0,0
20:00 27/07/2011,0,NONE,0,0,10,12.66,110,0,1,0,1
00:00 28/07/2011,0,NONE,0,0,10,13.8,110,0,0,0,0
04:00 28/07/2011,0,NONE,0,0,10,16.11,130,0,0,1,0
08:00 28/07/2011,0,NONE,0,0,10,14.97,120,0,0,0,0
12:00 28/07/2011,0,NONE,0,0,10,14.97,90,0,0,0,0
16:00 28/07/2011,1,A1,0,0,10,13.8,90,0,0,0,0
20:00 28/07/2011,0,NONE,0,0,10,13.8,80,0,0,0,1
00:00 29/07/2011,0,NONE,0,0,10,12.66,110,0,0,0,0
04:00 29/07/2011,0,NONE,0,0,10,12.66,100,0,0,1,0
08:00 29/07/2011,0,NONE,0,0,10,16.11,80,0,0,0,0
12:00 29/07/2011,0,NONE,0,0,10,16.11,110,0,0,0,0
16:00 29/07/2011,0,NONE,0,0,10,13.8,90,0,0,0,0
20:00 29/07/2011,0,NONE,0,0,10,12.66,100,0,0,0,1
00:00 30/07/2011,0,NONE,0,0,1.5,10.36,90,0,1,0,0
04:00 30/07/2011,0,NONE,0,0.11,10,10.36,90,0,0,1,0
08:00 30/07/2011,0,NONE,0,0,10,11.5,100,0,0,0,0
12:00 30/07/2011,0,NONE,0,0,10,12.66,100,0,0,0,0
16:00 30/07/2011,0,NONE,0,0,10,13.8,100,0,0,0,0
20:00 30/07/2011,0,NONE,0,0,10,8.05,110,0,0,0,1
00:00 31/07/2011,0,NONE,0,0,10,5.75,100,0,0,0,0
04:00 31/07/2011,0,NONE,0,0,10,8.05,110,0,0,1,0
08:00 31/07/2011,0,NONE,0,0,10,11.5,140,0,0,0,0
12:00 31/07/2011,0,NONE,0,0,10,12.66,120,0,0,0,0
16:00 31/07/2011,0,NONE,0,0,10,13.8,110,0,0,0,0
20:00 31/07/2011,0,NONE,0,0,10,10.36,120,0,0,0,1
1/8/2011 0:00,0,NONE,0,0,10,9.22,130,0,0,0,0
1/8/2011 4:00,0,NONE,0,0,8,5.75,130,0,1,1,0
1/8/2011 8:00,0,NONE,0,0,8,5.75,0,0,1,0,0
1/8/2011 12:00,0,NONE,0,0,10,16.11,150,0,0,0,0
1/8/2011 16:00,0,NONE,0,0,10,6.91,320,0,0,0,0
1/8/2011 20:00,0,NONE,0,0,10,0,0,0,0,0,1
2/8/2011 0:00,0,NONE,0,0,10,3.44,300,0,0,0,0
2/8/2011 4:00,0,NONE,0,0,10,0,0,0,0,1,0
2/8/2011 8:00,0,NONE,0,0.001,10,5.75,200,0,0,0,0
2/8/2011 12:00,0,NONE,0,0,10,13.8,170,0,0,0,0
2/8/2011 16:00,1,A1,0,0,4,11.5,170,0,1,0,0
2/8/2011 20:00,0,NONE,0,0,5,5.75,190,1,0,0,1
3/8/2011 0:00,0,NONE,0,0,8,8.05,290,0,0,0,0
3/8/2011 4:00,0,NONE,0,0,10,3.44,290,0,0,1,0
3/8/2011 8:00,0,NONE,0,0,10,4.61,290,0,0,0,0
3/8/2011 12:00,0,NONE,0,0,10,16.11,150,0,0,0,0
3/8/2011 16:00,0,NONE,0,0,0.75,16.11,210,1,3,0,0
3/8/2011 20:00,0,NONE,0,0,10,6.91,250,0,0,0,1
4/8/2011 0:00,0,NONE,0,0,10,4.61,180,0,0,0,0
4/8/2011 4:00,0,NONE,0,0,9,3.44,190,0,0,1,0
4/8/2011 8:00,0,NONE,0,0,10,8.05,190,0,0,0,0
4/8/2011 12:00,0,NONE,0,0,10,17.27,130,0,0,0,0
4/8/2011 16:00,0,NONE,0,0,10,13.8,130,0,0,0,1
4/8/2011 20:00,0,NONE,0,0,10,5.75,310,0,0,0,1
5/8/2011 0:00,0,NONE,0,0,10,5.75,130,0,0,0,0
5/8/2011 4:00,0,NONE,0,0,10,9.22,100,0,0,1,0
5/8/2011 8:00,0,NONE,0,0,10,12.66,100,0,0,0,0
5/8/2011 12:00,1,A1,0,0,10,14.97,100,0,0,0,0
5/8/2011 16:00,0,NONE,0,0,10,13.8,60,0,0,0,1
5/8/2011 20:00,0,NONE,0,0,10,11.5,110,0,0,0,1
6/8/2011 0:00,0,NONE,0,0,10,9.22,90,0,0,0,0
6/8/2011 4:00,0,NONE,0,0,1.5,17.27,60,1,1,1,0
6/8/2011 8:00,0,NONE,0,0,10,5.75,70,0,0,0,0
6/8/2011 12:00,0,NONE,0,0,8,10.36,100,0,1,0,0
6/8/2011 16:00,1,A1,0,0,2.5,10.36,280,1,1,0,1
6/8/2011 20:00,0,NONE,0,0,10,5.75,180,0,0,0,1
7/8/2011 0:00,1,A1,0,0,10,6.91,200,0,1,0,0
7/8/2011 4:00,0,NONE,0,0.001,10,8.05,210,0,0,1,0
7/8/2011 8:00,0,NONE,0,0,10,6.91,230,0,0,0,0
7/8/2011 12:00,0,NONE,0,0,10,14.97,260,0,1,0,0
7/8/2011 16:00,0,NONE,0,0,10,13.8,290,0,1,0,1
7/8/2011 20:00,0,NONE,0,0,10,3.44,320,0,0,0,1
8/8/2011 0:00,0,NONE,0,0,10,4.61,210,0,0,0,0
8/8/2011 4:00,0,NONE,0,0,10,4.61,230,0,0,1,0
8/8/2011 8:00,0,NONE,0,0,1.25,14.97,290,1,3,0,0
8/8/2011 12:00,0,NONE,0,0,10,6.91,200,0,0,0,0
8/8/2011 16:00,0,NONE,0,0.001,10,6.91,260,0,0,0,1
8/8/2011 20:00,0,NONE,0,0,10,6.91,270,0,0,0,1
9/8/2011 0:00,0,NONE,0,0,10,6.91,200,0,0,0,0
9/8/2011 4:00,0,NONE,0,0,10,6.91,210,0,0,1,0
9/8/2011 8:00,0,NONE,0,0,10,11.5,250,0,0,0,0
9/8/2011 12:00,0,NONE,0,0,0.75,28.77,270,1,1,0,0
9/8/2011 16:00,0,NONE,0,0,9,3.44,330,0,1,0,1
9/8/2011 20:00,0,NONE,0,0,10,5.75,200,0,0,0,1
10/8/2011 0:00,0,NONE,0,0,10,4.61,230,0,0,0,0
10/8/2011 4:00,0,NONE,0,0,10,6.91,220,0,0,1,0
10/8/2011 8:00,0,NONE,0,0,10,12.66,270,0,0,0,0
10/8/2011 12:00,0,NONE,0,0,0.75,31.07,280,1,1,0,0
10/8/2011 16:00,0,NONE,0,0.001,10,13.8,280,0,0,0,1
10/8/2011 20:00,0,NONE,0,0,10,6.91,230,0,0,0,1
11/8/2011 0:00,0,NONE,0,0,10,5.75,250,0,0,0,0
11/8/2011 4:00,0,NONE,0,0,10,3.44,240,0,0,1,0
11/8/2011 8:00,0,NONE,0,0,10,8.05,290,0,0,0,0
11/8/2011 12:00,0,NONE,0,0,10,12.66,230,0,0,0,0
11/8/2011 16:00,1,A1,0,0.001,10,3.44,210,0,0,0,1
11/8/2011 20:00,0,NONE,0,0,10,5.75,230,0,0,0,1
12/8/2011 0:00,0,NONE,0,0,10,5.75,230,0,0,0,0
12/8/2011 4:00,0,NONE,0,0,10,3.44,180,0,0,1,0
12/8/2011 8:00,0,NONE,0,0,10,6.91,210,0,0,0,0
12/8/2011 12:00,0,NONE,0,0,3,12.66,170,1,0,0,0
12/8/2011 16:00,0,NONE,0,0,7,6.91,360,0,1,0,1
12/8/2011 20:00,0,NONE,0,0,10,4.61,150,0,0,0,1
00:00 13/08/2011,0,NONE,0,0,10,0,0,0,0,0,0
04:00 13/08/2011,0,NONE,0,0,10,0,0,0,0,1,0
08:00 13/08/2011,0,NONE,0,0,10,3.44,210,0,0,0,0
12:00 13/08/2011,0,NONE,0,0,10,12.66,110,0,0,0,0
16:00 13/08/2011,0,NONE,0,0,10,19.57,340,0,0,0,1
20:00 13/08/2011,0,NONE,0,0.4,1.25,23.02,320,1,1,0,1
00:00 14/08/2011,0,NONE,0,0,10,3.44,210,0,0,0,0
04:00 14/08/2011,1,A1,0,0,10,3.44,320,0,0,1,0
08:00 14/08/2011,0,NONE,0,0,10,5.75,270,0,0,0,0
12:00 14/08/2011,0,NONE,0,0,10,11.5,130,0,0,0,0
16:00 14/08/2011,0,NONE,0,0,2,12.66,250,0,1,0,1
20:00 14/08/2011,0,NONE,0,0,10,0,0,0,0,0,1
00:00 15/08/2011,0,NONE,0,0,10,3.44,200,0,0,0,0
04:00 15/08/2011,0,NONE,0,0,10,4.61,270,0,0,1,0
08:00 15/08/2011,0,NONE,0,0,10,10.36,270,0,0,0,0
12:00 15/08/2011,1,A1,0,0,1.25,14.97,200,0,3,0,0
16:00 15/08/2011,0,NONE,0,0.001,10,8.05,210,0,0,0,1
20:00 15/08/2011,0,NONE,0,0.001,10,6.91,200,0,1,0,1
00:00 16/08/2011,0,NONE,0,0,10,4.61,260,0,0,0,0
04:00 16/08/2011,0,NONE,0,0,10,3.44,190,0,0,1,0
08:00 16/08/2011,0,NONE,0,0.001,10,5.75,180,0,0,0,0
12:00 16/08/2011,1,A1,0,0,10,11.5,140,0,0,0,0
16:00 16/08/2011,0,NONE,0,0,10,11.5,220,0,0,0,1
20:00 16/08/2011,0,NONE,0,0,10,6.91,140,0,0,0,1
00:00 17/08/2011,0,NONE,0,0,10,5.75,190,0,0,0,0
04:00 17/08/2011,0,NONE,0,0,10,3.44,180,0,0,1,0
08:00 17/08/2011,1,A1,0,0,10,6.91,70,0,0,0,0
12:00 17/08/2011,0,NONE,0,0,10,17.27,100,0,0,0,0
16:00 17/08/2011,0,NONE,0,0,10,9.22,120,0,0,0,1
20:00 17/08/2011,0,NONE,0,0,10,18.41,130,0,0,0,1
00:00 18/08/2011,0,NONE,0,0,10,10.36,140,0,0,0,0
04:00 18/08/2011,0,NONE,0,0,10,5.75,150,0,0,1,0
08:00 18/08/2011,0,NONE,0,0,10,13.8,200,0,0,0,0
12:00 18/08/2011,0,NONE,0,0,10,19.57,140,0,0,0,0
16:00 18/08/2011,0,NONE,0,0,10,8.05,190,0,0,0,1
20:00 18/08/2011,1,A1,0,0,10,6.91,150,0,0,0,1
00:00 19/08/2011,0,NONE,0,0,10,16.11,230,0,0,0,0
04:00 19/08/2011,0,NONE,0,0,10,4.61,230,0,0,1,0
08:00 19/08/2011,0,NONE,0,0,10,16.11,150,0,0,0,0
12:00 19/08/2011,0,NONE,0,0,0.25,17.27,290,1,1,0,0
16:00 19/08/2011,0,NONE,0,0.17,10,4.61,270,0,1,0,1
20:00 19/08/2011,0,NONE,0,0,10,4.61,150,0,0,0,0
00:00 20/08/2011,0,NONE,0,0,10,9.22,90,0,0,0,0
04:00 20/08/2011,0,NONE,0,0,10,0,0,0,0,1,0
08:00 20/08/2011,0,NONE,0,0.04,8,12.66,130,0,1,0,0
12:00 20/08/2011,0,NONE,0,0,10,14.97,150,0,0,0,0
16:00 20/08/2011,1,A1,0,0,10,11.5,120,0,0,0,1
20:00 20/08/2011,0,NONE,0,0,10,10.36,130,0,0,0,0
00:00 21/08/2011,0,NONE,0,0,9,9.22,130,0,1,0,0
04:00 21/08/2011,0,NONE,0,0.001,8,6.91,0,0,1,1,0
08:00 21/08/2011,0,NONE,0,0,2.5,13.8,160,0,1,0,0
12:00 21/08/2011,0,NONE,0,0,10,12.66,130,0,0,0,0
16:00 21/08/2011,0,NONE,0,0,10,13.8,120,0,0,0,1
20:00 21/08/2011,0,NONE,0,0,10,9.22,110,0,0,0,0
00:00 22/08/2011,0,NONE,0,0,10,8.05,110,0,0,0,0
04:00 22/08/2011,0,NONE,0,0,10,5.75,110,0,0,1,0
08:00 22/08/2011,0,NONE,0,0,10,9.22,70,0,0,0,0
12:00 22/08/2011,0,NONE,0,0,10,11.5,90,0,0,0,0
16:00 22/08/2011,0,NONE,0,0,10,9.22,120,0,0,0,1
20:00 22/08/2011,0,NONE,0,0,10,9.22,100,0,0,0,0
00:00 23/08/2011,0,NONE,0,0,10,4.61,130,0,0,0,0
04:00 23/08/2011,0,NONE,0,0,10,3.44,140,0,0,1,0
08:00 23/08/2011,1,A1,0,0,10,6.91,0,0,0,0,0
12:00 23/08/2011,0,NONE,0,0,10,11.5,60,0,0,0,0
16:00 23/08/2011,0,NONE,0,0,10,12.66,90,0,0,0,1
20:00 23/08/2011,0,NONE,0,0,10,6.91,100,0,0,0,0
00:00 24/08/2011,0,NONE,0,0,8,6.91,110,0,1,0,0
04:00 24/08/2011,0,NONE,0,0,10,6.91,70,0,0,1,0
08:00 24/08/2011,0,NONE,0,0,10,14.97,90,0,0,0,0
12:00 24/08/2011,1,A1,0,0,10,16.11,60,0,0,0,0
16:00 24/08/2011,0,NONE,0,0,10,17.27,70,0,0,0,1
20:00 24/08/2011,0,NONE,0,0.001,7,24.16,50,0,1,0,0
00:00 25/08/2011,0,NONE,0,0,10,16.11,40,0,0,0,0
04:00 25/08/2011,1,A1,0,0,2.5,19.57,30,1,1,1,0
08:00 25/08/2011,0,NONE,0,0,1.5,12.66,330,1,3,0,0
12:00 25/08/2011,0,NONE,0,0,1,16.11,40,1,3,0,0
16:00 25/08/2011,0,NONE,0,0.05,10,17.27,320,0,0,0,1
20:00 25/08/2011,0,NONE,0,0,10,14.97,290,0,0,0,0
00:00 26/08/2011,0,NONE,0,0,10,16.11,290,0,0,0,0
04:00 26/08/2011,0,NONE,0,0,10,11.5,270,0,0,1,0
08:00 26/08/2011,0,NONE,0,0,10,16.11,280,0,0,0,0
12:00 26/08/2011,0,NONE,0,0,10,17.27,270,0,0,0,0
16:00 26/08/2011,0,NONE,0,0,9,12.66,250,0,1,0,1
20:00 26/08/2011,0,NONE,0,0,10,9.22,250,0,0,0,0
00:00 27/08/2011,0,NONE,0,0,10,8.05,250,0,0,0,0
04:00 27/08/2011,0,NONE,0,0,10,6.91,220,0,0,1,0
08:00 27/08/2011,0,NONE,0,0,10,13.8,270,0,0,0,0
12:00 27/08/2011,0,NONE,0,0,10,14.97,260,0,0,0,0
16:00 27/08/2011,0,NONE,0,0,10,14.97,280,0,0,0,1
20:00 27/08/2011,0,NONE,0,0.37,1.25,23.02,270,0,1,0,0
00:00 28/08/2011,0,NONE,0,0,10,5.75,210,0,0,0,0
04:00 28/08/2011,0,NONE,0,0,10,4.61,220,0,0,1,0
08:00 28/08/2011,0,NONE,0,0,10,13.8,220,0,0,0,0
12:00 28/08/2011,0,NONE,0,0,10,16.11,190,0,0,0,0
16:00 28/08/2011,0,NONE,0,0,10,10.36,240,0,0,0,1
20:00 28/08/2011,0,NONE,0,0,10,8.05,240,0,0,0,0
00:00 29/08/2011,0,NONE,0,0,10,3.44,220,0,0,0,0
04:00 29/08/2011,0,NONE,0,0,10,3.44,190,0,0,1,0
08:00 29/08/2011,0,NONE,0,0,10,12.66,220,0,0,0,0
12:00 29/08/2011,0,NONE,0,0,10,11.5,260,0,1,0,0
16:00 29/08/2011,0,NONE,0,0,2,11.5,190,1,1,0,1
20:00 29/08/2011,0,NONE,0,0.001,10,6.91,210,0,0,0,0
00:00 30/08/2011,0,NONE,0,0,10,3.44,180,0,0,0,0
04:00 30/08/2011,0,NONE,0,0,10,9.22,160,0,1,1,0
08:00 30/08/2011,0,NONE,0,0.001,10,10.36,160,0,0,0,0
12:00 30/08/2011,0,NONE,0,0,10,9.22,150,0,1,0,0
16:00 30/08/2011,0,NONE,0,0,6,6.91,190,1,1,0,1
20:00 30/08/2011,0,NONE,0,0,10,4.61,10,0,0,0,0
00:00 31/08/2011,0,NONE,0,0,1,13.8,100,1,3,0,0
04:00 31/08/2011,0,NONE,0,0.16,10,10.36,110,0,0,1,0
08:00 31/08/2011,0,NONE,0,0,10,12.66,110,0,0,0,0
12:00 31/08/2011,0,NONE,0,0,10,10.36,100,0,1,0,0
16:00 31/08/2011,0,NONE,0,0.001,10,10.36,60,0,1,0,1
20:00 31/08/2011,0,NONE,0,0.001,10,5.75,10,0,1,0,0
1/9/2011 0:00,0,NONE,0,0,10,5.75,100,0,0,0,0
1/9/2011 4:00,0,NONE,0,0,10,6.91,80,0,0,1,0
1/9/2011 8:00,0,NONE,0,0,10,10.36,100,0,0,0,0
1/9/2011 12:00,1,A1,0,0,10,13.8,140,0,0,0,0
1/9/2011 16:00,0,NONE,0,0,10,10.36,120,0,1,0,1
1/9/2011 20:00,0,NONE,0,0.001,10,6.91,360,0,1,0,0
2/9/2011 0:00,0,NONE,0,0,10,6.91,10,0,0,0,0
2/9/2011 4:00,0,NONE,0,0,10,3.44,340,0,0,1,0
2/9/2011 8:00,0,NONE,0,0,10,9.22,90,0,0,0,0
2/9/2011 12:00,0,NONE,0,0,1.5,16.11,10,1,3,0,0
2/9/2011 16:00,0,NONE,0,0.34,10,10.36,70,0,0,0,1
2/9/2011 20:00,0,NONE,0,0,10,8.05,90,0,0,0,0
3/9/2011 0:00,0,NONE,0,0,10,5.75,90,0,0,0,0
3/9/2011 4:00,0,NONE,0,0,10,9.22,90,0,1,1,0
3/9/2011 8:00,0,NONE,0,0,10,0,0,0,0,0,0
3/9/2011 12:00,0,NONE,0,0,6,14.97,100,1,1,0,0
3/9/2011 16:00,0,NONE,0,0.001,10,12.66,260,0,1,0,1
3/9/2011 20:00,0,NONE,0,0.001,10,4.61,250,0,1,0,0
4/9/2011 0:00,1,A1,0,0,10,0,0,0,0,0,0
4/9/2011 4:00,0,NONE,0,0,10,0,0,0,0,1,0
4/9/2011 8:00,0,NONE,0,0,10,9.22,130,0,0,0,0
4/9/2011 12:00,0,NONE,0,0,10,13.8,130,0,0,0,0
4/9/2011 16:00,0,NONE,0,0,10,10.36,150,0,0,0,1
4/9/2011 20:00,0,NONE,0,0,10,5.75,170,0,0,0,0
5/9/2011 0:00,0,NONE,1,0,10,3.44,170,0,0,0,0
5/9/2011 4:00,0,NONE,1,0,10,0,0,0,0,1,0
5/9/2011 8:00,0,NONE,1,0,10,9.22,180,0,0,0,0
5/9/2011 12:00,0,NONE,1,0,10,13.8,190,0,0,0,0
5/9/2011 16:00,0,NONE,1,0,10,14.97,160,0,0,0,1
5/9/2011 20:00,0,NONE,1,0,10,6.91,190,0,0,0,0
6/9/2011 0:00,0,NONE,0,0,10,4.61,200,0,0,0,0
6/9/2011 4:00,0,NONE,0,0,10,4.61,170,0,0,1,0
6/9/2011 8:00,0,NONE,0,0,10,0,0,0,0,0,0
