time/date,accident type,holiday,percipitation,visibility,wind,fog,rain,sun rise,sun set,weekend,workday,t0,t1,t2,t3,actual,predicted,result
6/3/2013 0:00,0.0,0.0,0.0,1.0,0.156165127648,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107172,0
6/3/2013 2:00,0.0,0.0,0.0,1.0,0.156165127648,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107172,0
6/3/2013 4:00,0.0,0.0,0.0,1.0,0.125203693645,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0106994,0
6/3/2013 6:00,0.0,0.0,0.0,1.0,0.218631178707,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0144117,0
6/3/2013 8:00,0.0,0.0,0.0,1.0,0.343834872352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.015846,0
6/3/2013 10:00,0.0,0.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0155228,0
6/3/2013 12:00,0.0,0.0,0.0,0.9,0.406572514938,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00183292,0
6/3/2013 14:00,0.0,0.0,0.001,1.0,0.437533948941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00346991,0
6/3/2013 16:00,0.0,0.0,0.0,1.0,0.593427485062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00553022,0
6/3/2013 18:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0182362,0
6/3/2013 20:00,0.0,0.0,0.0,1.0,0.374796306355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00551793,0
6/3/2013 22:00,0.0,0.0,0.0,1.0,0.343834872352,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0106464,0
7/3/2013 0:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0106751,0
7/3/2013 2:00,0.0,0.0,0.0,1.0,0.281368821293,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.010698,0
7/3/2013 4:00,0.0,0.0,0.0,1.0,0.25040738729,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107145,0
7/3/2013 6:00,0.0,0.0,0.0,1.0,0.281368821293,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.017915,0
7/3/2013 8:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0159424,0
7/3/2013 10:00,0.0,0.0,0.0,1.0,0.25040738729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0159999,0
7/3/2013 12:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0012534,0
7/3/2013 14:00,0.0,0.0,0.0,1.0,0.25040738729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.77814e-05,0
7/3/2013 16:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0012534,0
7/3/2013 18:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0219291,0
7/3/2013 20:00,0.0,0.0,0.0,1.0,0.218631178707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00754079,0
7/3/2013 22:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107252,0
8/3/2013 0:00,0.0,0.0,0.0,1.0,0.125203693645,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0106994,0
8/3/2013 2:00,0.0,0.0,0.0,0.9,0.187669744704,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.00922237,0
8/3/2013 4:00,0.0,0.0,0.0,1.0,0.156165127648,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107172,0
8/3/2013 6:00,0.0,0.0,0.0,1.0,0.218631178707,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0144117,0
8/3/2013 8:00,0.0,0.0,0.0,1.0,0.281368821293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0159932,0
8/3/2013 10:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0158759,0
8/3/2013 12:00,0.0,0.0,0.0,1.0,0.343834872352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00189435,0
8/3/2013 14:00,0.0,0.0,0.0,1.0,0.25040738729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.77814e-05,0
8/3/2013 16:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0013167,0
8/3/2013 18:00,0.0,0.0,0.0,1.0,0.218631178707,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0209786,0
8/3/2013 20:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00799057,0
8/3/2013 22:00,0.0,0.0,0.0,1.0,0.218631178707,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107241,0
9/3/2013 0:00,0.0,0.0,0.0,1.0,0.156165127648,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00169702,0
9/3/2013 2:00,0.0,0.0,0.0,1.0,0.125203693645,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00280926,0
9/3/2013 4:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.000543639,0
9/3/2013 6:00,0.0,0.0,0.0,0.9,0.156165127648,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.00960678,0
9/3/2013 8:00,0.0,0.0,0.0,1.0,0.187669744704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0174598,0
9/3/2013 10:00,0.0,0.0,0.0,1.0,0.343834872352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0137271,0
9/3/2013 12:00,0.0,0.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0171824,0
9/3/2013 14:00,0.0,0.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0171824,0
9/3/2013 16:00,0.0,0.0,0.0,1.0,0.374796306355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0167924,0
9/3/2013 18:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00506786,0
